estc_id,actor_id
T18684,27271796
T64686,bbti_13923
T18320,bbti_114516
W2265,59137165
T177744,bbti_23379
T138540,99480813
T202709,bbti_45404
T33333,255661736
T203388,51926513
T184266,10192598
T84632,72798292
T194727,22941406
T229170,31893089
R28221,bbti_108069
N6738,bbti_26302
T49170,26938284
T175700,121294363
N3662,bbti_14904
T109206,bbti_78573
N16260,bbti_113163
T166460,15008766
T46994,31857518
T172447,17097029
N69482,bbti_109740
T50636,44350961
N31723,bbti_29009
T131204,nandmboddington_0
N14933,12361109
T130960,bbti_10860
T123953,bbti_48124
T7614,bbti_40501
T105205,bbti_53640
N38844,255661736
T225974,12162986
T37992,228716377
N10334,bbti_106365
T67745,51926513
T64961,bbti_19984
T225298,james_0
T17028,122574378
P3228,NV26254
T49172,222770681
R32289,44183431
T113411,263788498
T138593,bbti_109905
T106790,bbti_113385
N99,corneliuscrownfield_0
T131506,17097029
T39815,bbti_48156
T127950,121291376
T19954,330654
N39151,30718937
T37269,222770681
N70889,76204129
T70614,56662373
T222043,22019654
W13546,48288295
T115331,330654
T139223,gavinhamilton_0
R208178,311426459
N13854,231002232
T90035,bbti_109905
T13557,17097029
T155211,bbti_37006
W31866,38347954
W34950,38347954
W33560,13767880
T128985,bbti_21186
T36795,44350696
T170384,georgerisk_0
N35203,bbti_65239
T31368,36814575
T129424,bbti_21409
N52384,255661736
T191540,bbti_57397
N10905,bbti_72801
N65795,bbti_8281
T59932,bbti_76704
T25452,68786630
T59821,bbti_41535
T134126,173741386
T142399,eandjexshaw_0
T151855,bbti_10853
R229683,13724886
N64395,bbti_33480
R203986,bbti_104038
T180709,NV7771
T212032,margtrhames_0
W38205,40833916
T128762,esymonds_0
T87147,31883514
T27825,9741821
T8386,222770681
N1427,bbti_113163
N55988,andrewcrook_1
T136068,263788498
T82013,bbti_12278
T191074,228716377
T106924,bbti_33725
N54283,robertfreebairn_1
T122814,12361047
T71387,gavinhamilton_0
T28414,bbti_109575
T140997,gavinhamilton_1
T139175,bbti_125933
T52310,59137424
T129218,44216749
N425,14365616
T203210,abettesworth_12
T64796,248202931
T174577,bbti_53644
N55288,269036155
N42214,305118749
T208486,39467138
N11318,51926513
T119620,31912803
W8980,widowfranklin_0
N41672,228716377
T58024,51926513
T26050,187519562
T155745,bbti_33740
T153973,NV34630
T45212,bbti_7688
N70794,bbti_96684
T491971,bbti_50597
N30703,bbti_4474
T98194,231002232
T186867,bbti_116466
N17060,bbti_15982
T153146,73909886
T31045,bbti_7686
N6193,williammillar_0
N17078,248202931
W28580,40909186
T87914,bbti_114404
N20221,jbsprint_0
T167870,22007688
T77307,moysechastellibraire_0
T106435,bbti_73149
T70192,bbti_78573
T217243,bbti_55637
T186271,bbti_66610
N51996,54199802
T31194,17097029
T154342,101583814
T42269,187519562
T144258,36768263
N6668,228716377
T95592,gulinnysricmanbyregiaesocietatistypographorum_0
T81845,bbti_107804
T112476,mcook_0
N37289,bbti_7900
T44465,bbti_125522
N19112,bbti_51499
W15937,25770592
T82234,bbti_77601
T194380,40794771
T122150,bbti_105842
T194533,bbti_51499
T14339,bbti_8281
T21436,bbti_15982
N15026,24488557
T172017,mrjames_0
T56788,wchase_0
N53015,54199802
T222817,bbti_73973
T63851,12361109
T101803,bbti_3611
N13636,willgordon_0
W7284,33552242
N29513,bbti_48156
T49129,bbti_3113
N5955,68823052
R220418,36969992
T22249,248202931
T116786,georgestewart_1
T129618,bbti_75858
N38780,71442890
T88385,309837281
T45356,61423499
T116366,43894766
N2290,bbti_106365
N54638,230344363
T47769,34509535
N19112,12361047
N53373,12361109
T175435,bbti_53695
N53239,12361109
T3044,bbti_53584
T178740,bbti_113163
N22156,bbti_63169
T33247,bbti_125933
N23181,255661736
T181713,304984140
T64158,bbti_53088
N8917,1565494
W26736,40909186
N51434,30718937
T75893,bbti_62383
T171131,bbti_2320
T122417,bbti_109905
T189148,31591451
T66548,8238869
T96338,bbti_109575
P1655,155206532
T70850,bbti_51500
W38399,38347954
T95543,bbti_68100
N479098,NV23762
T103095,bbti_109575
T79431,bbti_3052
T193604,101583814
N72073,19591103
N38019,bbti_72801
T76347,34412780
N40346,187519562
N26350,bbti_72801
N51635,30718937
T121506,bbti_70987
T3047,44350961
T78831,bbti_23572
T3206,330654
T76502,bbti_72801
T6586,bbti_33397
N71189,51540282
W28082,38347954
T113618,bbti_108066
T90888,121294363
T100753,17097029
T128576,bbti_114404
N72256,executrixofthomasnewcombdeceasd_0
T100794,330654
T181412,39467138
T48975,150016994
T5467,40811864
N29902,bbti_10273
N28134,bbti_116262
T1973,9741821
T164994,bbti_63806
W13054,39196133
W13786,63012301
N6661,bbti_113163
T175062,bbti_47088
N19369,311426459
T61391,305118749
N478997,bbti_107804
N60792,johnware_0
T77799,bbti_41788
T193407,51926513
T155746,7287161
W36994,75274218
N33382,12162647
T100829,228701119
N13930,bbti_110526
P2194,bbti_31096
T53891,71442890
N13186,bbti_7688
T138009,71442890
T74251,21213427
T56864,51557323
T34242,bbti_10233
T1917,150016994
T100230,bbti_66147
N4301,46660218
W10698,16293464
T175760,bbti_53584
T96034,61419541
T1432,228716377
N45401,255661736
T123238,bbti_107725
W13345,richardjenness_0
T120595,georgesmith_1
T196645,7257114
T97979,173741386
T79517,67910662
N21248,bbti_11493
T45181,228716377
T198470,stephenhebert_0
W4336,74649148
W10982,13766700
T112690,100328493
T133043,bbti_15206
T119287,bbti_72801
N18340,thomasbutler_0
T115011,33425968
T113777,bbti_113516
T87583,bbti_51499
T89729,255661736
W325,55606557
T115160,bbti_48725
N8151,bbti_62604
N36919,bbti_105768
T168011,mrdavidfreebairn_0
W29096,8938475
N37456,bbti_75857
T51121,60635941
T5161,36768263
R231133,232974895
T42414,bbti_62604
N49779,33425968
T138080,bbti_30238
T144717,bbti_73149
N6613,bbti_106556
T115441,bbti_17682
T43328,bbti_37631
T162897,mrverney_0
T96981,johnsmith_0
N53523,executrixofthomasnewcombdeceasd_0
R216994,46660218
N53853,bbti_68100
R217962,121292554
T177946,NV23762
R23381,josephcoopertoyman_0
T14251,bbti_74955
N4705,31591451
W16906,55606557
W34112,16313306
P3491,bbti_23572
W15999,59137165
W14603,councilandrepresentatives_0
T131286,330654
N12201,228716377
N44249,309837281
P3023,bbti_111912
T117291,bbti_54144
P1684,34509535
N53558,executrixofthomasnewcombdeceasd_0
N22582,bbti_107724
T177096,bbti_38942
T78743,34511788
T43376,17097029
T126916,bbti_20389
T90075,214205708
N53530,44350696
T122550,21998777
T6189,bbti_7688
N12216,44148715
N51213,30718937
T77709,17100567
N24261,bbti_75361
N35382,73995150
T132356,95294215
T19670,executrixofthomasnewcombdeceasd_0
T168694,bbti_37631
T32255,bbti_129782
T18127,122574378
T165250,bbti_10232
T112333,bbti_74306
T89361,29427704
T95928,51926513
N13570,NV7198
T215722,trankebarudimissionsbogtrykkeriet_0
T75175,304984123
T98635,bbti_73763
T31010,bbti_53584
T146684,150016994
T208120,bbti_112617
W5359,33528035
T117964,34509981
T191386,173741386
T91669,bbti_15336
T81168,bbti_30590
W20711,robertstarkey_0
N1647,bbti_15982
T54592,21213427
N27742,330654
T162749,36814575
T80533,bbti_109575
N64515,12361109
T193787,29437883
T146864,bbti_107957
W2265,66520614
W16219,59137165
T7347,bbti_111226
N68531,aamsterdam_2
W14466,55606557
T103832,bbti_59028
T44141,mattdagnall_0
T212763,317106746
T219389,9741821
T101705,66613219
T226390,311426459
N5228,228716377
T51747,20033278
N25979,bbti_51499
T59505,311426459
T177064,primatereasonesq_0
T498434,49131779
T86795,bbti_51499
T201670,bbti_13502
W34524,18614498
T94682,bbti_109575
N28075,bbti_72801
T124416,121294363
N67362,shazard_2
T28454,bbti_16680
N53403,44350696
N51517,30718937
T223151,johnjamieson_0
T113328,bbti_11535
N50261,bbti_33480
T228782,bbti_107026
T21915,47589
N15639,bbti_26768
T201490,bbti_109907
N70456,56662373
T70802,bbti_78573
T109868,173741386
T104163,bbti_41788
T94976,williambinauld_0
W7356,33552242
T123928,bbti_1144
T86834,bbti_15818
W42306,66520614
T93665,27299050
W19576,40833916
N63828,eliphaldobson_0
T46751,bbti_13923
N24637,bbti_51700
T121119,59137424
W3424,16293464
W6845,68946151
N51162,bbti_10232
T117943,17087371
T187500,54200258
T93416,andrewstalker_1
T65470,bbti_15982
T136036,173741386
T116323,bbti_105106
T68148,bbti_113554
T63040,150016994
T190608,9741821
T140771,paulumisaacumvaillant_0
W40021,65538602
N6240,bbti_109905
R228945,bbti_9677
T102952,34044423
T89685,222770681
T192290,annodom_0
N54428,bbti_53098
N5940,54065151
T27925,305118749
N12800,NV31397
N65243,36721686
W42232,56609913
N63797,bbti_20778
W13590,williamandandrewbradford_0
T144717,bbti_109575
T173419,255661736
P1719,bbti_46613
T102479,williambruce_0
T121437,41690231
T129454,eliphaldobson_0
W19462,33529902
T208480,bbti_116081
T30990,9741821
T11939,2525044
T61683,9733233
N28007,19553220
N479342,228716377
T83110,36768263
T134052,22019654
N17337,54199802
T203209,jacobsilver_0
T134510,42226579
T45979,87555762
T174756,wandfmount_0
T138408,bbti_109575
R179220,edmalletrat_0
R214070,29080720
T160554,9741821
T170282,bbti_71500
W23229,48288295
N47294,bbti_15982
W18099,134967802
N9668,bbti_45404
T118633,4803954
T136661,bbti_109575
T2231,22039166
T133871,suchassellpamphletsandnewspapers_0
T214980,44350961
N40558,companyofgardeners_0
T197712,thomascotton_0
T132552,214205708
W23002,74649148
T106775,bbti_114716
T92383,bbti_83534
T170546,bbti_107361
N1155,bbti_8281
T118452,bbti_2729
T216740,annodom_0
T66261,222770681
T77708,bbti_15982
P2028,bbti_116081
T63980,bbti_20064
N26698,24488557
T55871,bbti_114516
N71111,eliphaldobson_0
T67045,31070598
T114133,bbti_106365
T83935,228716377
T5718,34511788
W31182,66520614
T136383,71283786
T177320,jamesthompson_0
T201680,bbti_20389
N41744,shutecox_0
N18662,66768685
N53173,30718937
N20967,222770681
T107434,williamtaylor_3
T189933,bbti_113516
N1560,bbti_73763
R33794,56494757
T31295,bbti_23572
N7103,bbti_53098
N60545,255661736
P2717,305010951
N45830,bbti_114404
T47310,bbti_20389
T7662,262067064
T115013,24883136
T62366,30718937
T118957,1565494
T26931,122574378
N60616,bbti_37875
T209846,214205708
T57684,bbti_36803
T114822,9741821
T113649,330654
T94872,122574378
T184033,jamesparker_0
T45128,36768263
T205989,jercalwell_0
T26178,twtruddimannos_0
W37208,16293464
T100015,51557323
N27809,17074833
T79089,309837281
N61031,bbti_53584
T189601,bbti_116049
N22785,73995150
T177947,georgeewing_0
T115618,bbti_96955
N20095,22019654
N47140,7287161
N1291,1565494
P1740,NV26254
T124339,bbti_31974
T14952,thomasjohnson_0
T211223,bbti_77601
W14616,55606557
T9523,44350961
T37059,bbti_109907
N13746,bbti_116057
T90927,1565494
N4398,johnhyde_0
T202476,sswan_1
W14588,8938475
T37317,bbti_47231
N30378,29853650
N43631,bbti_114404
T115855,bbti_77907
N9276,bbti_114143
T32966,54200258
T168113,22019654
N28366,bbti_114359
T21109,bbti_31974
N38834,12361109
T118676,228716377
N12369,22019654
T105424,nwhincopp_0
T184839,woodmanlyon_0
T86651,305118749
N26711,262067064
N27637,36972115
W3486,66520614
T20045,NV6661
T138856,17087371
T115959,100198157
T42186,bbti_15982
N4363,15008766
T129687,77124830
N44302,19553220
T153394,androanderson_0
T27109,bbti_14459
T203463,andrewfoulis_0
N55139,bbti_48725
T9679,47589
T202868,39467138
W20259,63012301
T105019,36814575
T17019,228716377
T132175,115901273
T85874,29437883
N52317,12361109
T28435,samueldalton_0
T5356,44350961
N25721,46815338
N62386,63900891
T141567,228716377
T128698,19553220
T97925,330654
T225313,271231118
T101600,27299050
T52916,222770681
N26831,36768263
T142620,22019654
N17847,bbti_54144
N60865,65560276
T57312,atonson_0
P3377,NV7712
N5952,4895415
T180240,77124830
N504699,34509981
N50589,12361109
T99465,24488557
T169353,benjaminandsamtookeandmp_0
T56924,33425968
N68666,bbti_5367
T111301,NV_BH_X06778093X
T186524,263788498
T69889,bbti_46047
T12916,330654
T57466,122574378
T94540,100328493
T69808,12361109
P1436,bbti_105269
T75449,johnandbarhamclark_0
T99226,187519562
T179575,bbti_37044
T65,bbti_13923
N35112,51557323
T209094,samuelwilson_0
T19585,72798292
N23725,bbti_51700
T138942,guilinnys_0
T167953,72798292
N26009,295382906
T103403,87555762
N40579,12361047
T76116,12183814
T55544,34509981
T4180,12203344
N48451,bbti_106112
T39912,bbti_106365
T138175,NV24331
T22355,bbti_59028
N56048,bbti_50050
T300400,29437883
W2592,55606557
T79289,24489154
T232350,21954540
T3006,314839944
N6896,228716377
T564,228716377
T87554,bbti_41788
T97273,39337317
T73639,bbti_15982
N2897,36768263
T174303,ignatiuskelly_0
T42535,bbti_105269
T26170,bbti_53008
T129424,bbti_76344
T111659,9733233
T835,abrahambradley_0
T46241,305051344
T175282,josephleathley_0
T172558,63865137
T46151,100328493
T13180,9741821
W14274,8938475
T86259,2480468
T136595,bbti_109905
T91793,27299050
T101215,bbti_48741
W33192,55606557
T88684,bbti_37006
T2717,NV38522
N24488,bbti_36940
T93452,bbti_77536
T92617,150016994
T16448,255661736
N492067,230344363
T2167,martinbryson_0
W1554,56609913
T94669,bbti_37481
R39648,63894889
N20065,17097029
N6441,modernhistory_0
T73009,bbti_21971
T106618,bbti_250
N26324,bbti_113516
T90168,wandfmount_0
T136681,bbti_112548
N9610,309837281
N72219,bbti_37007
N2720,9741821
T39492,bbti_5855
R42333,gualterikettilby_0
W3890,33552242
N18859,bbti_112352
T115076,222770681
T41443,228701119
T227381,bbti_114587
T19456,bbti_33480
T218311,bbti_113828
T185013,tknowles_0
T66431,45785847
T176869,56662373
N39054,jandpknapton_1
T18485,76370928
T84813,64406807
N62408,305051344
N46553,222770681
T105390,bbti_37007
T100855,218481116
W18756,61982841
T47730,bbti_25296
T129531,12361047
T10379,bbti_109575
T109185,bbti_25295
T223079,mrjamescullen_0
T44848,30718937
T84277,bbti_105106
T141242,30718937
T66083,19591103
T88821,21954540
T225586,bbti_109061
T188103,330654
W39020,55606557
T67568,bbti_56968
W10072,63012301
N36479,jamesblow_0
T202500,75278677
W12457,33552242
W13689,59137165
T138927,bbti_107957
T146259,19553220
N34001,bbti_77601
T126916,bbti_113516
W18662,33552242
W30305,56609913
T152129,bbti_37007
N757,17097029
T139610,231002232
T60561,bbti_73278
N10367,17097029
N66542,bbti_71462
T57272,bbti_129782
T6328,17087371
T217489,bbaddam_0
N35353,13724886
T82234,122574378
R33963,13724886
T51805,34509535
N34915,bbti_53098
T96805,bbti_113516
T183388,30718937
T109924,19591103
N11713,bbti_20389
N43003,51557323
T96962,19591103
T94739,bbti_51499
T114278,johnvallange_0
N11531,bbti_75361
T66866,bbti_106365
T78510,bbti_109575
T32609,47589
N37449,bbti_78573
N47139,gking_1
T177027,33425968
T92193,josephcotter_0
T138433,51540282
T170842,4895415
W1438,59137165
T22532,bbti_38362
T181939,annodom_0
T39698,24488557
T193415,27299050
R217852,bbti_5367
T120733,173741386
N476111,andrewcrook_1
T117427,bbti_78573
T127772,bbti_26768
N13185,roystonandelizabethmeredith_0
T170980,173741386
N26843,309837281
T136419,bbti_33586
W3424,63012301
T38437,bbti_63846
N20510,williambrien_0
R492596,bbti_54351
T180569,georgeewing_0
T153889,twruddimannos_0
W20472,58170011
T174397,39467138
T88845,122574378
N480873,121294363
T227113,304984123
T120661,bbti_116465
T169291,johnmosman_0
N8727,bbti_17682
T62367,30718937
T178359,bbti_46613
T170590,51577264
T17444,NV23762
T218856,bbti_53098
T105391,messrsowen_0
T113572,19591103
T113762,bbti_7688
T110554,bbti_73289
W31044,40941773
T106206,bbti_3052
T61815,edwinsandys_0
T100523,15008766
T87122,51575426
N34540,bbti_65134
T36938,9741821
N47227,45726693
T26576,samandfelixfarley_0
N28046,33425968
T49927,218481116
P5115,ehuske_0
T163040,14691576
N70867,bbti_96684
N504115,bbti_107794
T166743,bbti_29061
T95468,44148715
T213737,bbti_76655
T132718,218481116
T94664,bbti_60678
N15954,andrewcrook_1
T206842,bbti_109575
N60965,chicks_0
N30739,bbti_109076
N46072,margaretward_0
N492876,herefordjameswild_0
T103967,44350961
N3232,bbti_60987
T114284,bbti_109575
N41655,228716377
T138337,bbti_13063
T176682,51926513
T77524,bbti_106365
T160327,311426459
T187120,51540282
N47832,228716377
T131959,bbti_25432
T39212,bbti_7149
T147345,22039034
W38423,77838521
T19661,44350696
T113292,him_3
T144721,39337317
T66514,bbti_9155
N493097,76189517
T53492,222770681
T99603,bbti_41352
T61275,51577264
T60092,41727978
T198315,263788498
T55119,330654
T36084,56662373
N28257,173741386
N28131,jmartin_1
T140396,bbti_37572
N64401,30718937
N5005,bbti_15982
T122983,44350961
T57437,29437883
T91325,122059304
T129159,33425968
N7188,12361109
N39687,bbti_116262
T103962,17097029
T97645,71283786
T22424,306107760
T14929,thomasjohnson_0
N24360,jamknapton_0
T72692,36782743
W31757,246209713
T161321,bbti_67420
T67770,bbti_107857
T82683,228701119
T112886,118253065
T49111,bbti_72801
T28594,122574378
T71278,71442890
T29614,228716377
T113736,36768263
W8572,16293464
T76896,patrickmatthie_0
W30398,75310270
T115667,bbti_1660
N53992,bbti_48725
T112655,bbti_105106
T119566,248202931
R214622,bbti_43974
T57798,122574378
W37745,18614498
T51718,66613219
T27357,36768263
N70950,150016994
T142611,pvaillant_1
T145747,77718116
T164159,44350961
N51980,54199802
T97037,bbti_77907
R225376,executrixofthomasnewcombdeceasd_0
T9577,bbti_107361
N66821,51557323
T12010,bbti_48931
W12538,13766700
T142305,33425968
T42106,71283786
T149353,bbti_77536
T110268,bbti_5367
T184301,bbti_37006
T33307,34412780
T93841,bbti_113830
T194445,bbti_64335
N50482,30718937
T41883,228716377
T198914,bbti_48156
T13548,228716377
T13827,150016994
W12433,33552242
N12139,adod_1
N18042,bbti_12278
T90513,17074833
T178892,9741821
T163811,173741386
N31624,NV18882
T208704,bbti_10981
N27065,bbti_14459
T115907,bbti_42551
T16978,122574378
T39135,bbti_51700
T91919,122574378
T60587,51540282
T207029,bbti_10228
T100184,bbti_54343
N37418,150016994
T173337,bbti_30238
T6374,bbti_71426
T137168,bbti_16989
W3529,134967802
T138407,mitreandcrown_0
W19406,69363534
T115764,bbti_132756
T68145,12361047
N619,7287161
T134841,255661736
T198869,101583814
N2149,29437883
N7369,bbti_16685
W19392,robertstarkey_0
T84101,bbti_73286
N4634,bbti_113163
N26153,bbti_42551
T176166,robertowen_0
T189261,richardnorris_0
T64478,347904
N53197,255661736
N30939,121294363
T27671,36768263
T96506,bbti_53584
T219584,bbti_13923
T109718,59137424
T66397,218481116
T148115,bbti_113516
N68345,315655246
T47898,bbti_20778
R25041,13664321
T114002,bbti_113516
T81776,bbti_46047
T128091,bbti_70235
T176451,51926513
N2985,josephleathley_0
T118206,51926513
T97088,jeremiahpepyat_0
T97966,bbti_114143
T140984,218481116
T70333,228716377
T204466,bbti_31974
T187723,bbti_72719
T130229,51557323
T218133,jeffreyprimrose_0
R7912,36972115
T125082,51926513
T26847,bbti_125482
T97906,bbti_116057
T112779,173741386
T194115,122574378
T19605,72798292
T116992,41845728
T175785,bbti_73973
T22540,9729889
T19775,executrixofthomasnewcombdeceasd_0
T145552,bbti_7830
N32761,bbti_105768
T185349,41726148
T144080,bbti_10233
T20331,willthompson_0
T149047,bbti_116262
N26031,12361047
T71869,NV21921
T75636,330654
T231441,255661736
T194017,bbti_115385
T50886,17097029
N49099,122574378
T182181,130132158
W7269,4025857
T133606,bbti_107026
T26961,122574378
T188207,bbti_35237
N22907,304945713
T92171,hbaldwin_0
T220369,guillaumedarres_0
T144277,230344634
T153411,42680649
T70784,44350696
T153465,bbti_107957
T133266,173741386
T121934,238474492
W7270,4025857
T68999,21213427
W37653,246209713
T178669,2368305
W18620,11303120
T125607,jchurchill_2
T166059,173741386
T133758,bbti_57723
T101837,evertvisscher_0
N22953,73772960
T482,34511788
T135784,bbti_7830
T491592,54199802
T139231,goldenbuckwarwickstreet_0
N7828,bbti_106365
T29355,76204129
N6203,19553220
N35553,bbti_27130
T122944,34044423
N17277,ethornhill_0
N43908,bbti_63489
T119918,150016994
T192064,122574378
N43376,bbti_37598
T181770,54025507
T200351,bbti_46047
N13444,9741821
N7004,bbti_108120
P2189,228716377
N46050,bbti_116466
T53988,36972115
T61986,NV38252
N1470,51563889
T172352,lyonwoodman_0
T300394,76189044
N51200,44350696
N65621,bbti_73149
T126603,173741386
T16832,NV33983
T27898,228716377
T112736,24497251
T75140,290882611
W7357,33552242
T59142,17074833
N17587,54199802
T119132,248202931
N23099,255661736
T94813,59468277
T52946,bbti_16114
T59430,bbti_8281
P483128,20033278
T132650,21213427
T57683,330654
T28414,56662373
P3111,29427704
T71038,36768263
N7739,bbti_108082
T121057,26653683
T92033,bbti_36505
R186989,41714688
N13272,222770681
T123333,228716377
T60279,9729889
N25759,wardandchandlerbooksellers_0
N52198,54199802
T42267,bbti_23822
T142085,adrianwatkins_0
T125850,bbti_46613
T122869,bbti_39910
N46854,bbti_109747
T38062,9741768
T108745,72927896
T114241,bbti_10273
T208230,54200258
N7301,jamknaptonhenclements_0
T62515,bbti_110934
T100593,bbti_73763
P2075,bbti_11071
T194740,122574378
T60258,bbti_116081
T134559,2321741
N30245,bbti_51499
T50392,263788498
T146307,bbti_47042
N23846,bbti_8208
T53270,43894766
T1405,bbti_46047
T1418,66613219
T223096,311426459
T32451,benjamindod_0
T44748,bbti_107804
T187023,95145542611696641723
T128612,51743443
N2661,bbti_30238
T122618,bbti_132753
T1402,222770681
N2935,228716377
N3785,jamescochran_0
T85628,73995150
R12476,36972115
W24483,16293464
W8434,38347954
T186261,20033278
T19783,12361109
T57266,bbti_19047
T47096,NV7198
T118742,230344363
T78304,bbti_114019
T14086,bbti_45087
T149132,87555762
T19024,187519562
T167935,228716377
T116181,99480813
T91584,21954540
T34302,bbti_31123
T213362,263788498
T31718,bbti_47231
W11647,38451003
T213977,bbti_51666
N15079,29427704
N46607,9733233
T59512,bbti_114204
T89828,9741821
T1037,bbti_73973
T208903,NV7712
W19823,widowfranklin_0
R228589,44350696
W7289,1546523
T21980,228716377
T81359,122574378
T58845,bbti_13037
T1369,bbti_53584
T169367,abrahambradley_0
T29328,bbti_37734
T141113,222770681
N52776,54199802
T138679,311426459
T73647,26938284
T214451,262067064
W20550,43244772
N23616,bbti_15818
N51136,17097029
T91583,41714688
R24749,77742949
N44414,bbti_7523
T81769,222770681
T50893,44350961
N30541,bbti_124006
T94885,14825513
W3329,18614498
T111983,bbti_109575
T222896,29437883
T87047,76405539
T174947,bbti_113163
N26858,34511788
T60653,bbti_70987
N1690,9741821
T152339,21213427
T135489,1565494
T40727,46660218
T229567,bbti_68100
T223388,63858034
T16494,bbti_106995
T103389,bbti_63169
T70802,bbti_64396
T154070,58966351
T95169,richardcross_1
T140407,100328493
N5486,17097029
N70702,bbti_124006
T57282,36768263
T65893,bbti_5367
T214534,johnhyde_0
W16353,59137165
N51073,30718937
T57936,bbti_15982
N307,29412961
W19620,56609913
T110845,bbti_1660
T46695,44148715
T17827,14691576
T44836,bbti_61382
T107788,330654
T174902,bbti_107957
T37125,71442890
T224407,27299050
T19783,44350696
N5646,248202931
N38130,bbti_45404
T93669,bbti_72157
N12477,36768263
T47282,bbti_15982
T131351,187519562
T175977,187519562
T100697,22941406
W14714,55606557
T162578,NV26658
T131301,31070598
T150082,bbti_72801
N3462,330654
T228439,12182874
T68996,bbti_107794
T38479,bbti_55498
T194581,bbti_30590
T79558,173741386
N69890,jcobb_0
T82111,42734415
T107031,bbti_60899
T43140,sarahcliff_0
T22353,bbti_104617
N1246,41690231
N26020,bbti_111939
T141323,255661736
N492733,williambrown_0
W12737,35998144
T276,24488557
T210927,bbti_15982
T77890,33425968
T8304,bbti_109905
T140658,gideoncrawfurd_0
T197052,44195902
T135306,benjaminbarker_0
R221306,29080720
T34303,tbaldwin_1
T106416,150016994
T182970,228716377
T164113,26938284
N14173,bbti_114019
T133923,63858034
T97589,47589
W13238,59137165
N38513,269036155
N67707,bbti_74250
N47442,bbti_20802
N49635,johnhall_0
T183432,jerpepyat_0
T115816,31591451
T8377,222770681
T178730,1565494
T54820,mrjohnglass_0
N18321,bbti_52396
T9637,bbti_43266
N33738,bbti_107724
T66492,173741386
T103950,228716377
T33650,bbti_78165
T90576,248202931
N28360,bbti_66147
N18699,bbti_52439
T116112,32924921
T129625,samuelisfulleri_0
T174577,emmatthews_0
N9501,bbti_109575
T99554,bbti_5367
T165351,26078421
T200801,269036155
T133317,guillaumebowyer_0
T57274,bbti_129782
N57266,andrewcrook_1
T90960,21998777
T189770,johnmonsure_0
T97115,mrhenryknox_0
T118634,bbti_15509
T82242,122574378
T170263,jameschalmers_0
T142558,256388966
T155065,65560351
N3565,34511788
T112243,bbti_116262
T86649,76165466
T202005,68019642
T55949,44148715
T110612,46674297
N15034,9741821
T118050,214205708
T165068,thomasfritschen_0
N45947,abettesworth_1
R216432,13724886
T103486,bbti_76655
N52073,bbti_4474
N62901,johnbaskett_1
T132903,54032983
N534,johntraill_0
R222186,assignsofrichandedwardatkynsesquires_0
T193028,bbti_53098
N12565,51926513
T75690,100328493
T126916,bbti_13502
T52428,bbti_13923
N37171,bbti_64108
T48328,bbti_125482
T181382,1565494
T190497,jameswatsondeceast_0
N4532,bbti_21214
N40342,51563889
T163637,archibaldmlean_0
T93376,bbti_96536
N30066,bbti_53370
T174454,68802712
T85603,jacknapton_0
W7969,38347954
N15844,228716377
T175118,31893089
N55314,bbti_78573
T124727,bbti_116716
T58014,bbti_109575
T63319,lugdunibatavorum_0
T26064,255661736
T114016,bbti_53584
N18956,73771528
T74502,bbti_114094
T50910,305051344
N492595,bbti_132756
T193516,1435790
T109923,bbti_116262
W5004,40833916
N44314,bbti_65134
N37464,34044423
T130570,26938284
N19368,150016994
T210719,22160026
T201328,9741821
T51925,bbti_51700
N40434,9741821
T94220,bbti_116081
T41356,26938284
T19577,72798292
N30385,bbti_107957
N3340,bbti_105269
T10579,bbti_105842
T71921,26938284
N2256,222770681
R32289,bbti_48285
N9855,bbti_13923
T100630,bbti_105106
T202965,36768263
P3239,13471693
W4152,38347954
T16219,4805068
T222323,johnsmith_0
T118842,218481116
N36995,bbti_11071
N13712,12182874
T140023,bbti_106995
R186602,68826401
T49704,44350696
N21420,bbti_107026
T82205,bbti_4479
T110319,georgeanderson_1
T76293,bbti_70361
R10124,bbti_64396
N50694,12361109
T128161,bbti_109905
W19436,38347954
T149893,bbti_48741
T22680,29437883
T26523,228716377
T195530,14691576
T167232,bbti_5367
T16219,mrdagnel_0
T46127,309837281
T91580,56662373
T9123,76405539
N48204,147002053
N51411,30718937
N10282,118253065
T218860,47589
T38022,bbti_20389
N38019,bbti_78165
N34512,bbti_64396
T112266,56662373
T116847,bbti_77888
T181652,ignatiikelly_0
T38285,bbti_6260
T190918,bbti_1660
T132864,bbti_5443
T47692,66613219
W38210,1465174
T183305,robertbrown_0
T95699,bbti_72801
N65017,wandjmountandtpage_0
T9662,bbti_73278
T31275,173741386
T30715,36782743
N55525,9733233
N47866,53169176
T81978,24654312
T38674,187519562
T187456,andrewcrook_1
T65474,bbti_186
T215702,realmissa_0
T223931,eliphalisdobson_0
T88445,bbti_106995
T64057,bbti_15982
N471679,54025507
T103679,martinbryson_0
T219716,bbti_30983
T16267,95145542611696641723
T68631,samcrouchtimgoodwin_0
T128486,54200258
T87819,311426459
T78580,cooksmarrowofchyrurgery_0
N29318,31591451
W19720,18614498
T14884,companyofbooksellers_0
N31704,bbti_112454
N50330,29437883
T179853,214205708
T56134,excambiumregale_1
N476597,andrewcrook_1
T50485,228716377
T114582,206144782979065031653
T80344,williambrown_0
